index,name,price,promotion_price,retailer,image_url
0,Clover Full Cream Milk 6 x 1L,R119.99,R99.99,Checkers,https://www.checkers.co.za/medias/checkers300Wx300H-medias-10392555PK1-en-shopriteGlobalProductCatalog-20240930030253.png?context=bWFzdGVyfGltYWdlc3w5MTgzMXxpbWFnZS9wbmd8aW1hZ2VzL2g5Yy9oNDcvMTEyODY3NDI5OTA4NzgucG5nfGQxYzQzNzAwMDYyNzgwYjBiNDEzN2JkNDg3NjM3MzNjMzBkYTFlMjY5YTVjNGRkYmQ2N2Q1NzFkNzI2OTc5YTA
1,Sunbake White Bread 700g,R18.99,R14.99,Checkers,https://www.checkers.co.za/medias/10136574EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w1Nzg4NnxpbWFnZS9wbmd8aW1hZ2VzL2g0NC9oMTkvMTA4OTA0NjM4MDU0NzAucG5nfDM2MTgyMDVhNTkwZWI5NTdkNjkyOGY5YzhlZTg2NTI5ODFhMmNjMjZiYTk3MjA0NjMzYjhmM2FiZTIzNWQ5ODM
2,Albany Superior Sliced White Bread Loaf 700g,R19.99,R17.99,Checkers,https://www.checkers.co.za/medias/10136301EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w1NjExOXxpbWFnZS9wbmd8aW1hZ2VzL2g3Yy9oZjQvMTA3NDM4MDE3NzQxMTAucG5nfDkxMzY0Yjg4ZDI2OTg5MmZjYzYxNzA3ZDczNjA4YmI4ZDU5ZTQ5YzQyM2U3ZmU4NWYwN2FhMzNkYzExMDA4MGE
3,White Hamburger Roll Single,R2.99,No promo,Checkers,https://www.checkers.co.za/medias/10151456EAv1-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w3NTEwM3xpbWFnZS9wbmd8aW1hZ2VzL2hkZC9oNTQvOTU0MzExMjA5NzgyMi5wbmd8YzQ0ODZkOGNmNGJiMTdkYjRhOWIwMTc4ZTE0NDZmOGM5OGIyMzA3NTVmMDA5N2E2NDBlYzE2ZWMxZGQzM2MyZA
4,White Hot Dog Roll Single Single,R2.99,No promo,Checkers,https://www.checkers.co.za/medias/10151458EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w1MjA2OXxpbWFnZS9wbmd8aW1hZ2VzL2g3ZC9oODYvOTk0NTM3ODA5NTEzNC5wbmd8YmZkYWIyMzQ3ODRjYTdjOGY0NDlhYjQyMTYzZTNiMzI1OGE0MDg3MmE4NTNkODdmOWUyNzhlMmI2N2MwMWZjNA
5,Checkers Housebrand Fresh Full Cream Milk 2L,R35.99,R29.99,Checkers,https://www.checkers.co.za/medias/10164636EA-20190726-Media-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w0MDM4NnxpbWFnZS9wbmd8aW1hZ2VzL2gxMS9oYWIvODg1ODA5NTU4MzI2Mi5wbmd8YTYxY2ZkNjAzOTg2NGVmNGMxODVjNmRkNTAyYmYzOWM2ZDU0MzgyYzk3YjM2YWUzOTRkMGEwOWE0NmVjMDQ0NA
6,Bananas Bag (Small),R24.99,No promo,Checkers,https://www.checkers.co.za/medias/10148833EAV2-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w3NTU3NnxpbWFnZS9wbmd8aW1hZ2VzL2g1OC9oNzIvODk1NjY5NjQ2MTM0Mi5wbmd8N2YyZmMxMjA5ZjkxZjkzZWExN2E2MGE1ZTZiZjI0M2FkMDcxZTVlMzY0ZjAzOTRjMjAzNzRjYWQ5Yzk4NjZkNQ
7,English Cucumber Single,R16.99,No promo,Checkers,https://www.checkers.co.za/medias/10145817EAv2-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMjg5MXxpbWFnZS9wbmd8aW1hZ2VzL2g5NC9oZGQvOTU3NjU5MjczNjI4Ni5wbmd8Zjc5OWNiOWQ5YTY0MmJiZmVmNmE1M2QxNzk4NDg0NDZhYTcwNzQwMDYyMGJmMGYyYTY1YmVkZjFhMjdiNzBiMA
8,Blue Ribbon Classic White Bread 700g,R19.99,No promo,Checkers,https://www.checkers.co.za/medias/10151065EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w2MzY1OXxpbWFnZS9wbmd8aW1hZ2VzL2g3Mi9oNzIvMTAwNDcxMzUyMTk3NDIucG5nfDczMDM0Mzg3OTJjZjExMjU0ODI0NjIyZTg1NDVmZjk3NjY1NzU4NDQ4MmVkYjI2Mzg4NDM5N2E2NWZiMzNjNmU
9,Bulk Banana Pack 1.2kg,R39.99,No promo,Checkers,https://www.checkers.co.za/medias/10147193EAV2-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w2MDk2M3xpbWFnZS9wbmd8aW1hZ2VzL2g4Zi9oNTUvODk1NjcwODIyNTA1NC5wbmd8YmFkMTgzZDFkNGRiY2ViMzU4MjNhMGY0ZmM1OTgyY2U4NTY5MGZiZWI5ZTMzNjE1ZTNkY2Q1YzAwY2JhZTgyYw
10,Brown Bread 700g,R14.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10885550EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjI4fGltYWdlL3BuZ3xpbWFnZXMvaDljL2hlOC8xMTAxNTM2NTk1MTUxOC5wbmd8N2UwMTM0NjE1ZDVmMmI4YjFhODQyM2I5MTI1ZTRkZTA0OWJjMmJjOTM1NjY0NjdhNTI1NDgzOTQ1YzYyZWNlMA
11,Coney Roll Single,R3.49,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10151462EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjM5fGltYWdlL3BuZ3xpbWFnZXMvaGRhL2hlOC8xMDQ0Nzc3MTcyOTk1MC5wbmd8ZGI3MGY0NTE4NmI1Mzk1MWFhNjZiZTc1ZWU0ODhmOWQxMTFiZjJkZDQzNjRmMTgyMjQxOTQzMzY1NDM5NDQxYQ
12,Doritos Sweet Chilli Pepper Flavoured Corn Chips 145g,R23.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-checkers300Wx300H-10189175EA.png?context=bWFzdGVyfGltYWdlc3wyMzMyfGltYWdlL3BuZ3xpbWFnZXMvaDg3L2g4YS8xMTQwMjUxMjIzNjU3NC5wbmd8ZTVjMzRkNjE3Yjg1NTg4YWVjNjAxNjU2N2ZkY2M4ZjIyZjhhMzhmZGIyYWFhN2U5YTQxNjZkMjUyNWUxYjUxYQ
13,Albany Superior Sliced Brown Bread Loaf 700g,R17.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10136298EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxODc2fGltYWdlL3BuZ3xpbWFnZXMvaDA0L2hiZi8xMDc0Mzc5ODMwMDcwMi5wbmd8NGM4MTU0YTNlNmM0ZDBhNjA5ZWQyYjU3ZGMyZDc4MjAyMDVlZDFjNGFmNmVlNDdhMGNjZTRiNzI2MDRhNmRiMA
14,Crisp Lettuce Head Pack,R16.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10684677EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wzMjU3fGltYWdlL3BuZ3xpbWFnZXMvaDA1L2hlOC8xMDQyMTcyMTg5MDg0Ni5wbmd8OTk2Y2VmZGMwODdhYTI1NDM3ZTQwZTg2YmVkYjkxOGNmY2NhNDVkZmJjMmVhYWEzMzRhMGE5NTZkNWJkOWI2YQ
15,Tomatoes Bag 1kg,R26.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10145422EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMzc3fGltYWdlL3BuZ3xpbWFnZXMvaDY3L2g3NC85MDk5NTA0MDU4Mzk4LnBuZ3wyNzg0YTc5MzhlMzg4OTU1MTExMjExYzgwMDliMTI3MjZhOTAwMGM1YWNjMWQyN2M2ZDE0OWM4NTRhM2Y2MjIy
16,SASKO Premium Sliced Brown Bread Loaf 700g,R17.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10241933EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTM4fGltYWdlL3BuZ3xpbWFnZXMvaDU0L2g1ZS8xMDI1ODI2NTg2NjI3MC5wbmd8NGY3NWVlY2Q1MDcyNDc5Mzk3ZGE0ZDUzMDA4NjhmZTA1NTAzZDY3Yzc1YmI5N2M4MDYzOGRjNmU5ZTgyNzBkNA
17,Standard Brown Bread 700g,R11.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10136292EA-20190726-Media-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTcxfGltYWdlL3BuZ3xpbWFnZXMvaDNjL2hlMC85MDgwMDkxMjQ2NjIyLnBuZ3w5YjRiZGZiN2I5MTAwOTQ3Y2FhNTZmMDEzZjJjMjE4NGVjYTlkMTczYmJlODU2YWEwMWFmYTI0ODdmZTIyMzM2
18,Cadbury Lunch Bar Milk Chocolate Bar 48g,R14.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-checkers300Wx300H-medias-10188828EA-en-shopriteGlobalProductCatalog-20240927101634.png?context=bWFzdGVyfGltYWdlc3wxMjc0fGltYWdlL3BuZ3xpbWFnZXMvaGM0L2hkMS8xMTI3NDI1NDE1NTgwNi5wbmd8Mjg2ZTUyZmRlN2YxN2JkOTU1ZTJhYTA0NmRhYjJhOTE0MmJkMTcxNGFkNWQwOGVkZDQwZmZiNGE2MmNjZWE2Mw
19,White Hotdog Rolls 6 Pack,R16.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10151458PK1V2-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTA3fGltYWdlL3BuZ3xpbWFnZXMvaGVhL2g5NC85NTI3MzkxNTg0Mjg2LnBuZ3xhODE1NWZhMmI2YWRkYjljMDJhMDFjOTk0OTg3YWYxZTY4NWVjMzI2YzY2MzVmYTAyNTMyZDc4Mjk3OGU5ZmYx
20,Fatti's & Moni's Spaghetti Pasta 500g,R19.99,No promo,Checkers,https://www.checkers.co.za/medias/10125342EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w0ODE2NHxpbWFnZS9wbmd8aW1hZ2VzL2hkZS9oZDQvMTA2MjY0NzE5NTI0MTQucG5nfDYyNzg2Nzk3MmZmZjQ3ZGMyN2U5ODVjZjZkMmU0MWM1NTlhNjU0OTk4MjRhZTA0NTliZjYxZWI1YzEzZjg1M2I
21,Loose Bananas Per kg,R24.99 Per Kg,No promo,Checkers,https://www.checkers.co.za/medias/10145033KG-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w3MTg3OXxpbWFnZS9wbmd8aW1hZ2VzL2gwYi9oOGUvMTA0NzcwNzc2MjY5MTAucG5nfDI0ZmU0MDA2YmFkYzY2MWM3OGI5NmY3ZjVkNTgyMDJiYTY2YjQ4MGViZjE5MWMwNmNkZTBhMDBkOGU1NTc2NTU
22,Top Red Apples Bag 1.5kg,R39.99,No promo,Checkers,https://www.checkers.co.za/medias/10603692EA-20190726-Media-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w2OTk4OHxpbWFnZS9wbmd8aW1hZ2VzL2g1YS9oN2QvODg2MDExMjMyMjU5MC5wbmd8MjVmOGNmMzczZDY0MGE4ZDU2ZDI4NGFmMmQwMzg5MGY2M2I4OTFkNTYzNmQxMmQyZTRkYTBkYmEzNWEwODY0OQ
23,Farmer's Choice Fresh Drum & Thigh Chicken Individually Wrapped 16 Piece Per kg,R69.99 Per Kg,No promo,Checkers,https://www.checkers.co.za/medias/10732965KG-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjM2NzF8aW1hZ2UvcG5nfGltYWdlcy9oMTAvaDc5LzkxNDIwNjM5MjMyMzAucG5nfDRiMWNmNjNlNDE2NzZiZTI4NTQ5OTAyNjIxMzIwNWY5YmRlMDkzZTIwZGFkYWNmMTUwNmRjNWJhNzVmNTJhOTg
24,Albany Superior Thick Slice White Bread 700g,R19.99,R17.99,Checkers,https://www.checkers.co.za/medias/10630394EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w2ODE5OXxpbWFnZS9wbmd8aW1hZ2VzL2hiNC9oOTEvMTA5NDIyMzMxODIyMzgucG5nfDNiODEzMjdhODNjNWQ2OTRiNzJhNDBkMzdiNmNjZTc4YjBmNTJhOTRmZTQ0MjFhOGJkNjU3YjQzMjMyNTFiMmM
25,Albany Superior Thick Sliced Brown Bread Loaf 700g,R18.99,No promo,Checkers,https://www.checkers.co.za/medias/10630439EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w2MDQ5OHxpbWFnZS9wbmd8aW1hZ2VzL2g4OC9oZDQvOTg1NDA1NjYyODI1NC5wbmd8ZmYyZmQ4ZGEyZTQ2MjAwN2MyMDA5NTg4Mzg4ZWExZDdlYzA5ZjVlMmI1MWZkMTEyZWI2N2VlM2ZmZWFjODQwYg
26,White Hamburger Rolls 6 Pack,R16.99,No promo,Checkers,https://www.checkers.co.za/medias/10151456PK1V2-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w4NTIwM3xpbWFnZS9wbmd8aW1hZ2VzL2g0Ni9oYjIvOTUyNzM4OTM1NjA2Mi5wbmd8MTI5N2ExN2M4NWU1MjE0ODcwYzVlZGQwMjE1YzFmZjk2OGEyMWVkY2QwYzMxZjcyYWYwZGQ0ZWE3OTkyNmQwYg
27,Farmer's Choice Fresh 12 Piece Chicken Fillets Per Kg,R79.99 Per Kg,No promo,Checkers,https://www.checkers.co.za/medias/10732969KG-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxMTMxMTB8aW1hZ2UvcG5nfGltYWdlcy9oYzUvaDkxLzkxNDIwNzg4OTgyMDYucG5nfGY0MDNiYTA3ZTY5ZGU0MmQ1ZWIzZjY0YjdmYzE3Mzg2MmNkMGJjYzRkZmI2MDkyYzFhYmQ4NGRjYWM3OTU3N2U
28,Standard White Bread 700g,R12.99,No promo,Checkers,https://www.checkers.co.za/medias/10136291EA-20190726-Media-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w5NjM3NnxpbWFnZS9wbmd8aW1hZ2VzL2hjNi9oMzUvODg1NzQzMDU1NjcwMi5wbmd8ZDQwZjEzMmU5Y2JkMDhkNGM2MGQ4ZTc1MWY0Y2Q5YTJhZWI2YmM2YmY5YjNiYWEyZjQ0YWQ5ZDgyMmE3ZWE2YQ
29,White Bread 700g,R15.99,No promo,Checkers,https://www.checkers.co.za/medias/10885697EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w0NTczOXxpbWFnZS9wbmd8aW1hZ2VzL2hkMS9oNmMvMTEwMTUzNzE5ODA4MzAucG5nfDVjOWZlZWU5NGU1YTQ2ZThmOTUxYjdmMzg2Y2JjNWRkNjc4OGZjMTZjYWFlYzFhZjE3MWMwNGVjNmE1OTE4N2Q
30,KOO Baked Beans in Tomato Sauce 400g,R17.99,No promo,Checkers,https://www.checkers.co.za/medias/checkers300Wx300H-medias-10126789EA-en-shopriteGlobalProductCatalog-20240828121001.png?context=bWFzdGVyfGltYWdlc3wxMDQ3MTB8aW1hZ2UvcG5nfGltYWdlcy9oZDQvaDFlLzExMTg2Njk1MzQwMDYyLnBuZ3xjMjg2YTdiZTA2ZDJmYjRlZDdmNWYyOWYxYmIyYWIwZjk5NjAzMjVjY2MyY2Y4NmVkYWNiNDA2MjQ0YmM1NDUw
31,Checkers Housebrand UHT Full Cream Milk 1L,R16.99,No promo,Checkers,https://www.checkers.co.za/medias/10156094EAv2-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w0NDU1N3xpbWFnZS9wbmd8aW1hZ2VzL2g4ZS9oM2EvOTI4NzIxNDAwNjMwMi5wbmd8Y2U3M2FjMGQ4ODQ1NDViMzc5YjEzOWVhMjU2OTVmNWNkZmUyNTVjNDFmZWUyZjZjZWJkMjBiMjVhZTZhMjUxMw
32,Ice Cubes 2kg,R14.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10253173EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDgxfGltYWdlL3BuZ3xpbWFnZXMvaGEyL2gyMi85NjI5ODY2ODUyMzgyLnBuZ3wxYzM2MzM2NmE5MWEwNDllNWFmYThlNGFjMWEwNjFjMGY1NDc2MGY5MzZlZGMwMTJlZGY2MjkwZTg0YWEwMGE0
33,Maggi Chicken Flavoured 2 Minute Noodles 5 x 68g,R42.99,R29.99,Checkers,https://www.checkers.co.za/medias/lqi-checkers300Wx300H-medias-10453856EA-en-shopriteGlobalProductCatalog-20240930030235.png?context=bWFzdGVyfGltYWdlc3wyNTMyfGltYWdlL3BuZ3xpbWFnZXMvaDZhL2hhZS8xMTI4NjgwNTkwNTQzOC5wbmd8M2IxMzY3NzgwOTNlN2RmOGFmZDQ0NjNlMTAyYjUxNzBmNDZkNjY2NTJjNWZkYzU3NmJiYzE1NmFkNmQ0OTc0ZA
34,Cadbury 5 Star Chocolate Bar 48.5g,R14.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-checkers300Wx300H-medias-10525473EA-en-shopriteGlobalProductCatalog-20240927101712.png?context=bWFzdGVyfGltYWdlc3wxMjA2fGltYWdlL3BuZ3xpbWFnZXMvaDVjL2hlMC8xMTI3NDQ4MTEwNjk3NC5wbmd8NGUzNzhiOTBmMzBlNDMzMmNlNzk3YjU5NWY4MDliYzEzN2VhZGFkZjlhM2YwMDg1ZjcyOTc3MjM5ZGNhM2Y2Mw
35,Large Carrots Bag 1kg,R14.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10641732EA-20190726-Media-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTk2fGltYWdlL3BuZ3xpbWFnZXMvaDU2L2gxNS85MDg3MDUwMTIxMjQ2LnBuZ3w5MDFiNjBiZmJjMjQ1Y2E0N2U4OWI3MmM1ZTBhZDQxNGI1ZTNjZDg3OWQ5MzNmZDdlODQ3ZGZjMmM2NGQ2MzA4
36,Doritos Sour Cream & Mild Chilli Flavoured Corn Chips 145g,R23.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10189177EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDkwfGltYWdlL3BuZ3xpbWFnZXMvaDhiL2g2NC8xMTAzMDc1ODM1OTA3MC5wbmd8MDY5NjlkZGI0ZDQ2NGJlMzFlNGJiMzM3YWQ1OWUxMTEyMGQ2NTE0M2Q4MjhmNzQ2ZmEzMWNmNDlmMTY4MmYwMQ
37,Fatti's & Moni's Macaroni Pasta 500g,R19.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10125341EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjg2fGltYWdlL3BuZ3xpbWFnZXMvaDg5L2hhNC8xMDI2OTYwMTA3MTEzNC5wbmd8MzUxNTc3ODkwYjE5NDIyYzc4MDYwYTY3MTM0Mjg1NGZhYzllNzU4ZDg2OTYyZDdjMWU0MjkxMThiZTY3YjBjZg
38,Checkers Housebrand Light Meat Shredded Tuna In Water 170g,R21.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10165121EAV2-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDg3fGltYWdlL3BuZ3xpbWFnZXMvaDIzL2gxNC85MDg3OTU5MjM2NjM4LnBuZ3w0ZGQxMmZiMmI5ZDg2NjM3OTljNTViYmM3NzgwMGE0NmY2YjAwZWM2YzdmMDc5OTQ0MWE4MWMwZTZjN2JjNzlk
39,Doritos Cheese Supreme Flavoured Corn Chips 145g,R23.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10189176EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMDg0fGltYWdlL3BuZ3xpbWFnZXMvaGJkL2hmYy8xMTAzMDc1NTA4MjI3MC5wbmd8YTdkOGZmMGU4ZDJiMGQyZTJhMTU4YTM5MWZmYTBjYzI1NTMyNTkxYjZkN2M3NGJhM2IxY2ExNjhjYzI2YTQwZQ
40,White Button Mushrooms Pack 250g,R24.99,No promo,Checkers,https://www.checkers.co.za/medias/10411767EAv5-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxMTYzOTd8aW1hZ2UvcG5nfGltYWdlcy9oN2EvaDMxLzk1ODkxMzQzMjc4MzgucG5nfGEyOGNhZWI2NGEyODVmY2IxYzcwZjBjYjg3YWM4ZTAyODBkZDlkOWM4OTcwNWU3YjA3ZWNlNmYzOWUyMjM4NmI
41,Cadbury Crunchie Chocolate Bar 40g,R14.99,No promo,Checkers,https://www.checkers.co.za/medias/checkers300Wx300H-medias-10170397EA-en-shopriteGlobalProductCatalog-20240927101636.png?context=bWFzdGVyfGltYWdlc3wzODAwNnxpbWFnZS9wbmd8aW1hZ2VzL2gwZS9oYzQvMTEyNzQyNzI4MzM1NjYucG5nfDE0ZWZiNTdjMGMwYzU4MThlMDI1ZWRhMjc0Y2IxYmVjYzlmMTNmZGFmZjAxZTU5MjE0NzFkZDU0NGUyNjBkMWM
42,Strawberries Pack 250g,R29.99,No promo,Checkers,https://www.checkers.co.za/medias/10359931EA-20190726-Media-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDU1NzR8aW1hZ2UvcG5nfGltYWdlcy9oNmEvaGRkLzg4NTg4MjA0MTE0MjIucG5nfDU2MmFhNWI2YWM5NTJkNzg1ZWU0N2U3NjRiOTcxYjA0ZjU4NTMxOTc0MDg3NjQ4MzZhZTlmYWJkYTBiNzNjMGE
43,Blue Ribbon Classic Brown Bread 700g,R18.99,No promo,Checkers,https://www.checkers.co.za/medias/10151066EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w2NTU0NnxpbWFnZS9wbmd8aW1hZ2VzL2g5MC9oMDEvMTAwNDcxMzY5MjM2NzgucG5nfDgwNjdiNzUzMGVmYWZmN2U0Y2YxMGJjM2Q0NGY3ZjQxNjFiZTM5YTI3NzZhY2Y0MWI0N2Y2ODIxYjYzMGM5ZjE
44,Fresh Roma Tomatoes 1kg,R19.99,No promo,Checkers,https://www.checkers.co.za/medias/10241182EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w4NjkxNnxpbWFnZS9wbmd8aW1hZ2VzL2hkMy9oZmEvOTcyNTExMTUzMzU5OC5wbmd8ODk0ZThkYTBjZjQzYjU0OTYxYWU2ODA0OTJhZmEyMjFlNDg0MWE3MGYyMjBlN2YzNDk1NjJhNGEzYzhlNjQ5MA
45,Dewfresh Salted Butter Brick 500g,R74.99,R64.99,Checkers,https://www.checkers.co.za/medias/10779364EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w4MzAwNHxpbWFnZS9wbmd8aW1hZ2VzL2g3NS9oOTIvOTg4NTY1MzMzNjA5NC5wbmd8MzYwZjAzZTJkN2QzMmEyYmM1ODQ1OWE4Y2E4MDM3OTVhMWEwZmNiMjFlYTlmMDY2NzQyN2I5ODgyZTdlMTFlNg
46,Farmer's Choice Fresh Thighs & Drumsticks Chicken 8 Piece Per Kg,R69.99 Per Kg,No promo,Checkers,https://www.checkers.co.za/medias/10732971KG-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDIwODl8aW1hZ2UvcG5nfGltYWdlcy9oZGYvaDI0LzkxNDIwOTk2MDc1ODIucG5nfDBjMmZkNzhkZTBkODY1YmMyNzg0Y2FmZDEzNGQyN2ZhMTMzMWYyYTljM2VjNTE0ZjAyMWY5NTA1ZWNiNjM0Njk
47,Douglasdale Fresh Full Cream Milk Bottle 2L,R36.99,No promo,Checkers,https://www.checkers.co.za/medias/10143000EA-20190726-Media-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3w0NjYyN3xpbWFnZS9wbmd8aW1hZ2VzL2g2MC9oZDIvODg1NzY3NDA4ODQ3OC5wbmd8ZDAzYzk5ZGFkY2Y1NjBiOTllZGJjOTVkZTUwNTg3NjBhYTM4NTk0OGFiYzk4OWRlNDQxZTdkNjQzNWM5YmU1NA
48,"Lucky Star Light Meat Shredded Tuna in Water, Salt Added 170g",R27.99,R19.99,Checkers,https://www.checkers.co.za/medias/checkers300Wx300H-medias-10176307EA-en-shopriteGlobalProductCatalog-20240919070255.png?context=bWFzdGVyfGltYWdlc3w4Njg3M3xpbWFnZS9wbmd8aW1hZ2VzL2g0ZS9oYzQvMTEyNTQ5NDM3MTEyNjIucG5nfGNjYmJhMWFiNjllOTgwZDY0YjgxNDg3MDEzMDM1NjljM2VmODJkMGZjYTE4NDZiZWQ3NTc4YzNmM2EzOGMwOTI
49,Cadbury P.S. Caramilk Chocolate Bar 48g,R14.99,No promo,Checkers,https://www.checkers.co.za/medias/checkers300Wx300H-medias-10188829EA-en-shopriteGlobalProductCatalog-20240927101708.png?context=bWFzdGVyfGltYWdlc3wzMTA1MXxpbWFnZS9wbmd8aW1hZ2VzL2hmMy9oZGMvMTEyNzQyNTU3OTQyMDYucG5nfDViOThmOGIyYWY5ODJjYmRkZDUwYTNjOTQzODQxYjE0YmJiMTA0NTMwMzFmNjhiYjIwM2U3MzkzNGUzNzBkODc
50,Baby Plum Tomatoes 250g,R19.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10145423EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMjE0fGltYWdlL3BuZ3xpbWFnZXMvaDBkL2g1MS8xMTAzMTc2NzA1NjQxNC5wbmd8N2JhOWNlODZkMGEzMDY2YzQ0MDRmNWQ3M2FhYTYyM2RhNjNjZDQzNGEyYTkwNjgwN2M4ZDBiYjE0MzIxNmIyYQ
51,Brown Onions Bag 1kg,R19.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10135699EA-20190726-Media-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTQ5fGltYWdlL3BuZ3xpbWFnZXMvaGRmL2gwOS85MDgxNzM4MDM1MjMwLnBuZ3wwYjI1YjU1NTViM2ZiMWFlNGM2NjY5MTQ3YTAwNDQ5ZmNiOGVmMjk1MmY3Y2YwNzFjMDgwMmM3MTFlOWI2Y2M4
52,Potatoes Pocket 7kg,R79.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10145566EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjQ2fGltYWdlL3BuZ3xpbWFnZXMvaGMzL2gyMC85NjI2NTkxODU0NjIyLnBuZ3w1OTI0MzBjM2QwY2RiNjdiODU3YmY3ZGI0MTE5NTQzNzJjYjk3NmFkZWIxYzAzNzBkMGNiOGY2YjBiZDczMDYx
53,Maggi Beef Flavoured 2 Minute Noodles 5 x 68g,R42.99,R29.99,Checkers,https://www.checkers.co.za/medias/lqi-checkers300Wx300H-medias-10453855EA-en-shopriteGlobalProductCatalog-20240930030232.png?context=bWFzdGVyfGltYWdlc3wyNTE2fGltYWdlL3BuZ3xpbWFnZXMvaDUyL2gzZC8xMTI4NjgwMjU2MzEwMi5wbmd8ZDkyYjhmMGZhZGRiYjQ0MTJiOTgyNjQwZjA1ZDQ4MjhhYWE2NTgxNDczZWM4Njg5M2I1OTJiMmQ5NDU4OTFlNw
54,Eggbert Large Eggs 30 Pack,R89.99,No promo,Checkers,https://www.checkers.co.za/medias/lqi-10135815EA-checkers300Wx300H?context=bWFzdGVyfGltYWdlc3wyMjUwfGltYWdlL3BuZ3xpbWFnZXMvaGU3L2g5MC85MTA2NTUwNzUxMjYyLnBuZ3xlNzU0NTUwNWQwNGNiZjhhOWY1OWUzZmNjM2Q5YmI0MmY4ZGI1YTIwMzAyZGE4MTdjZjk1ZWJiODU2MDJhYmUz
